Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Failure Type
302.2,311.4,1626,31.6,62,0
302.3,311.5,1445,44.8,65,0
302.4,311.6,1622,35.0,68,0
302.4,311.6,1544,39.1,70,0
302.3,311.6,1488,41.8,75,0
302.3,311.6,1309,57.6,77,0
302.3,311.6,1784,26.4,79,0
302.2,311.5,1548,32.4,81,0
302.2,311.5,1413,43.5,83,0
302.2,311.5,1863,25.7,85,0
302.2,311.5,1427,43.8,88,0
302.2,311.5,1443,47.0,90,0
302.2,311.5,1481,40.4,93,0
302.1,311.4,1446,39.7,95,0
302.1,311.5,1444,44.9,97,0
302.1,311.5,1341,50.8,99,0
302.1,311.4,1518,37.4,102,0
302.1,311.4,1603,35.9,104,0
302.1,311.4,1686,30.9,106,0
302.1,311.5,1383,53.6,108,0
302.1,311.5,1477,45.4,111,0
302.2,311.5,1449,44.5,113,0
302.2,311.5,1734,25.0,116,0
302.3,311.6,1398,49.1,119,0
302.3,311.7,1639,36.6,121,0
302.3,311.7,1517,37.6,124,0
302.3,311.7,1442,41.7,127,0
302.3,311.7,1685,30.8,130,0
302.4,311.8,1358,50.6,133,0
302.3,311.6,1608,39.9,136,0
302.3,311.6,1665,34.3,139,0
302.3,311.7,1510,38.7,141,0
302.4,311.8,1465,40.2,143,0
302.3,311.7,1701,27.5,145,0
302.3,311.7,1486,39.6,147,0
302.3,311.6,1658,32.3,150,0
302.3,311.7,1449,44.5,152,0
302.2,311.5,1346,52.4,157,0
302.1,311.5,1866,23.1,159,0
302.2,311.5,1562,38.0,162,0
302.3,311.7,1368,53.6,165,0
302.2,311.5,1567,33.1,168,0
302.2,311.5,1725,34.0,170,0
302.2,311.5,1744,31.2,172,0
302.1,311.3,1453,45.1,174,0
302.1,311.2,1550,34.8,177,0
302.0,311.2,1558,39.1,179,0
302.0,311.2,1270,65.3,182,3
301.9,311.1,1380,51.6,184,0
302.0,311.1,1406,50.5,187,0
302.0,311.2,1625,30.7,189,0
302.0,311.2,1420,45.8,192,0
302.1,311.4,1889,22.7,194,0
302.1,311.3,1477,43.6,196,0
302.1,311.2,1460,46.9,198,0
302.1,311.3,1758,24.4,200,0
302.1,311.3,1521,31.5,202,0
302.1,311.3,1511,45.0,204,0
302.2,311.3,1530,37.3,207,4
302.1,311.2,1454,46.8,0,0
302.2,311.2,1928,23.1,2,0
302.2,311.3,1758,26.4,4,0
302.2,311.2,1649,33.2,9,0
302.1,311.2,1447,50.3,11,0
302.1,311.2,1417,48.0,13,0
302.0,311.2,1434,44.9,15,0
302.0,311.2,1418,49.5,17,0
302.0,311.2,1400,49.5,20,0
302.0,311.3,1725,27.7,23,0
302.0,311.3,1567,41.1,26,0
302.1,311.3,1497,38.4,28,0
302.1,311.4,1549,44.6,31,0
302.2,311.4,1754,26.9,33,0
302.2,311.5,1489,38.3,35,0
302.2,311.5,1543,38.5,37,0
302.3,311.5,1543,33.1,39,0
302.3,311.5,1565,35.6,41,0
302.3,311.4,1855,23.9,43,0
302.4,311.4,1475,45.2,46,0
302.3,311.4,1609,32.3,49,0
302.3,311.4,1443,44.1,51,0
302.4,311.4,1450,44.1,56,0
302.4,311.5,1590,39.9,58,0
302.4,311.4,1508,41.2,60,0
302.2,311.2,1544,43.6,63,0
302.2,311.2,1451,41.8,66,0
302.3,311.2,1758,24.4,68,0
302.3,311.2,1507,47.7,70,0
302.3,311.1,1543,37.5,73,0
302.3,311.2,1505,36.7,78,0
302.3,311.2,1786,24.3,81,0
302.3,311.3,1457,44.5,83,0
302.4,311.3,1312,61.5,85,0
302.3,311.2,1405,47.7,88,0
302.2,311.2,1377,43.0,91,0
302.2,311.2,1347,49.8,94,0
302.2,311.1,1470,39.6,97,0
302.2,311.2,1873,24.0,99,0
302.2,311.1,1434,58.6,102,0
302.2,311.1,1628,30.6,105,0
302.2,311.1,1351,48.6,110,0
302.3,311.2,1454,43.8,112,0
302.2,311.2,1663,29.6,115,0
302.3,311.2,1401,49.7,118,0
302.4,311.3,1503,38.2,120,0
302.4,311.4,1564,35.0,122,0
302.5,311.4,1759,24.6,124,0
302.5,311.4,1409,53.1,126,0
302.6,311.4,1738,25.8,128,0
302.5,311.3,1393,47.5,130,0
302.5,311.1,1499,38.8,135,0
302.5,311.1,1493,39.0,137,0
302.4,311.1,1652,33.9,139,0
302.3,311.1,1589,29.9,141,0
302.4,311.1,1520,42.2,143,0
302.3,311.1,1455,40.3,145,0
302.2,311.0,1463,46.8,150,0
302.3,311.0,1442,43.7,152,0
302.3,311.0,1329,51.5,154,0
302.3,311.1,1546,33.1,156,0
302.2,311.1,1516,33.7,158,0
302.2,311.0,1476,47.4,161,0
302.3,311.0,1412,47.0,164,0
302.3,310.9,1377,46.8,166,1
302.4,311.0,1490,37.1,168,0
302.3,311.0,1526,37.7,171,0
302.3,311.0,1428,47.9,174,0
302.4,311.0,1329,54.6,176,0
302.4,311.1,1443,51.8,178,0
302.3,311.1,1373,53.0,181,0
302.3,311.1,1630,35.6,183,0
302.2,311.0,1555,34.2,185,0
302.2,311.0,1436,47.0,187,0
302.3,311.0,1609,31.0,190,0
302.3,311.0,1384,49.7,192,0
302.4,311.1,1448,44.8,195,0
302.4,311.1,1887,22.4,197,0
302.4,311.1,1480,45.7,200,0
302.5,311.1,1850,23.3,203,0
302.5,311.1,1538,36.8,208,0
302.4,311.1,1721,30.1,210,0
302.4,311.1,1366,54.4,0,0
302.3,311.0,1657,31.1,3,0
302.4,311.1,1446,42.9,5,0
302.3,310.8,1465,43.8,7,0
302.2,310.8,1827,23.8,9,0
302.2,310.8,1397,47.6,11,0
302.2,310.8,1744,29.7,16,0
302.3,310.9,1545,36.7,18,0
302.3,310.9,1587,36.6,20,0
302.3,310.8,1377,47.3,22,1
302.3,310.8,1511,48.1,24,0
302.3,310.8,1650,32.4,26,0
302.3,310.9,1412,48.9,28,0
302.3,311.0,1528,43.1,30,0
302.3,310.9,1459,35.0,32,0
302.3,310.9,1379,49.3,34,1
302.2,310.8,1356,48.3,36,0
302.1,310.8,1409,41.3,39,0
302.1,310.8,1504,37.5,42,0
302.1,310.8,1622,36.8,45,0
302.1,310.8,1786,25.7,47,0
302.2,310.9,1506,34.0,49,0
302.1,310.9,1916,23.1,51,0
302.2,310.9,1771,27.6,54,0
302.2,310.9,1488,44.2,57,0
302.2,310.9,1531,37.5,60,0
302.3,310.9,1529,33.4,62,0
302.4,311.0,1580,36.5,64,0
302.3,310.9,1360,44.0,67,1
302.3,311.0,1546,35.5,70,0
302.3,310.9,1762,24.5,73,0
302.2,310.8,1350,56.6,76,0
302.2,310.8,1562,38.1,78,0
302.1,310.7,1608,30.3,81,0
302.0,310.6,1392,50.0,84,0
302.0,310.6,1467,44.9,86,0
302.1,310.6,1326,59.1,88,1
302.2,310.7,1769,24.9,91,0
302.1,310.6,1459,47.6,93,0
302.1,310.6,1421,52.0,95,0
302.1,310.7,1491,42.8,98,0
302.2,310.7,1567,36.4,100,0
302.3,310.8,1421,41.4,102,0
302.3,310.9,1596,33.5,104,0
302.4,311.0,1464,44.2,106,0
302.3,310.9,1581,36.1,109,0
302.3,310.9,1620,30.3,112,0
302.2,310.7,1413,48.9,114,0
302.3,310.8,1438,43.8,119,0
302.4,310.9,1469,41.6,124,0
302.3,310.8,1762,27.8,127,0
302.3,310.9,1366,48.4,130,1
302.3,310.9,1891,22.7,135,0
302.3,310.9,1742,29.7,137,0
302.2,310.9,1465,43.5,140,0
302.3,311.0,1541,36.6,143,0
302.3,311.1,1295,57.1,146,0
302.3,311.1,1435,43.1,149,0
302.4,311.2,1466,43.9,152,0
302.4,311.2,1450,47.9,154,0
302.4,311.1,1880,24.5,156,0
302.3,311.0,1578,33.5,158,0
302.4,311.0,1610,33.1,161,0
302.4,311.1,1565,42.8,163,0
302.5,311.2,1545,40.1,165,0
302.5,311.2,1227,60.1,167,0
302.4,311.1,1484,45.9,169,0
302.3,311.0,1591,32.7,171,0
302.3,310.9,1403,47.2,173,0
302.3,311.0,1450,45.7,175,0
302.3,310.9,1720,28.1,178,0
302.3,311.0,1561,37.2,180,0
302.3,311.0,1421,41.3,182,0
302.2,310.9,1415,48.4,185,0
302.3,310.9,2034,19.7,190,0
302.4,311.0,1486,40.4,192,0
302.4,311.0,1338,67.6,194,2
302.4,311.1,1578,32.3,196,0
302.4,311.2,1330,58.6,201,0
302.4,311.2,1506,40.8,204,0
302.5,311.4,1559,37.6,209,0
302.6,311.5,1599,37.0,211,0
302.6,311.5,1427,38.9,213,0
302.5,311.5,1481,41.1,215,0
302.5,311.5,1496,43.8,218,0
302.5,311.4,1674,27.0,223,0
302.5,311.4,1629,31.7,225,0
302.6,311.5,1629,34.4,228,4
302.6,311.6,1311,53.2,0,0
302.7,311.6,2709,9.7,2,2
302.7,311.7,1759,29.9,5,0
302.7,311.7,1480,45.2,8,0
302.7,311.8,1461,46.1,10,0
302.7,311.8,1728,30.0,12,0
302.7,311.9,1389,46.5,15,0
302.6,311.8,1638,35.1,17,0
302.6,311.7,1254,54.1,19,0
302.6,311.8,1427,50.1,21,0
302.6,311.8,1627,31.8,23,0
302.6,311.7,1471,48.3,25,0
302.6,311.7,1773,27.1,30,0
302.6,311.7,1430,51.7,32,0
302.5,311.6,1595,29.5,35,0
302.5,311.5,1521,44.1,37,0
302.5,311.6,1419,43.7,39,0
302.4,311.4,1534,40.1,41,0
302.5,311.5,1626,36.0,44,0
302.5,311.5,1677,29.2,49,0
302.4,311.3,1392,50.5,51,0
302.4,311.2,1448,50.5,53,0
302.3,311.2,1903,22.9,55,0
302.4,311.2,1404,52.0,57,0
302.3,311.2,1386,53.5,59,0
302.2,311.1,1418,47.0,61,0
302.3,311.1,1338,53.3,63,0
302.3,311.2,1549,40.6,66,0
302.3,311.2,1432,42.7,68,0
302.3,311.2,1546,40.0,71,0
302.2,311.2,1627,33.2,74,0
302.2,311.1,1640,32.8,77,0
302.1,311.1,1423,36.8,80,0
302.1,311.0,1711,28.7,83,0
302.1,311.1,1450,51.6,86,0
302.2,311.1,1553,34.1,89,0
302.2,311.1,1630,34.6,94,0
302.2,311.1,1476,39.6,96,0
302.2,311.1,1426,50.6,101,0
302.2,311.2,1561,34.9,106,0
302.3,311.2,1297,62.5,109,0
302.3,311.2,1842,23.9,111,0
302.3,311.2,1633,36.4,114,0
302.3,311.3,1744,30.3,116,0
302.4,311.4,1831,26.9,121,0
302.3,311.3,1339,50.8,123,0
302.4,311.4,1475,40.4,126,0
302.4,311.4,1675,29.6,128,0
302.5,311.5,1493,35.1,131,0
302.5,311.5,1700,29.5,133,0
302.6,311.6,1453,37.0,135,0
302.6,311.7,1542,34.1,137,0
302.5,311.5,1358,52.7,139,0
302.5,311.5,1655,32.3,142,0
302.6,311.5,1885,27.5,147,0
302.7,311.5,1494,41.4,149,0
302.6,311.4,1757,29.5,151,0
302.6,311.4,1718,31.2,154,0
302.5,311.4,1636,35.0,157,0
302.6,311.6,1638,29.6,160,0
302.6,311.5,1609,36.0,162,0
302.7,311.5,1556,35.0,164,0
302.6,311.5,1442,59.8,169,2
302.7,311.6,1501,38.8,171,0
302.6,311.6,2041,19.2,174,0
302.7,311.7,1784,25.1,177,0
302.6,311.6,1953,22.4,180,0
302.6,311.6,1576,34.7,182,0
302.6,311.6,1518,39.0,184,0
302.6,311.6,1227,68.2,187,3
302.5,311.5,1985,18.8,190,0
302.5,311.5,1802,26.4,192,0
302.5,311.5,1603,32.4,194,0
302.5,311.6,1400,54.0,196,0
302.3,311.5,1395,54.2,198,0
302.2,311.4,1987,19.9,200,0
302.2,311.4,1398,47.2,202,0
302.3,311.4,1333,66.7,205,2
302.2,311.2,1381,49.4,207,0
302.2,311.3,1570,36.1,0,0
302.2,311.3,1658,31.0,2,0
302.2,311.3,1749,29.2,5,0
302.2,311.3,1510,37.1,10,0
302.3,311.5,1384,50.8,13,0
302.3,311.4,1570,37.2,15,0
302.3,311.4,1571,32.7,17,0
302.3,311.4,1476,37.3,20,0
302.3,311.4,1484,39.5,22,0
302.3,311.4,1909,23.2,25,0
302.3,311.5,1448,49.6,28,0
302.3,311.4,1500,40.2,30,0
302.2,311.4,1510,44.9,33,0
302.2,311.3,1378,55.5,35,0
302.2,311.4,1538,37.4,37,0
302.2,311.4,1390,48.1,40,0
302.2,311.4,1642,32.1,42,0
302.4,311.5,1785,24.8,45,0
302.3,311.5,1526,38.2,47,0
302.3,311.6,1668,33.2,52,0
302.3,311.5,1507,37.5,55,0
302.3,311.5,1530,37.8,57,0
302.3,311.4,1479,45.6,59,0
302.3,311.4,1418,41.3,62,0
302.3,311.4,1504,38.7,65,0
302.3,311.4,1345,47.6,67,0
302.2,311.4,1625,35.4,70,0
302.3,311.4,1511,34.7,75,0
302.3,311.4,1535,41.8,77,0
302.4,311.5,1505,37.9,79,0
302.4,311.5,1540,43.7,81,0
302.3,311.4,1372,46.0,86,0
302.2,311.3,1510,36.6,91,0
302.2,311.3,1382,46.4,94,0
302.3,311.3,1439,41.8,96,0
302.2,311.3,1375,47.0,98,0
302.2,311.3,1931,21.9,101,0
302.2,311.3,1475,48.6,104,0
302.2,311.3,1389,46.9,106,0
302.3,311.3,1652,32.8,108,0
302.3,311.2,1386,50.3,110,0
302.2,311.3,1577,29.8,112,0
302.3,311.3,1444,43.1,115,0
302.2,311.3,1554,40.2,118,0
302.2,311.3,1602,32.8,120,0
302.2,311.2,1692,28.2,122,0
302.3,311.3,1682,34.4,127,0
302.3,311.3,1614,34.1,129,0
302.3,311.3,1324,47.8,131,0
302.3,311.4,1434,40.3,133,0
302.3,311.3,1621,31.6,135,0
302.3,311.3,1625,33.1,137,0
302.2,311.1,1394,53.7,140,0
302.1,311.0,1586,35.1,142,0
302.0,311.0,1420,45.9,144,0
302.1,311.2,1422,50.3,146,0
302.1,311.2,1598,37.9,148,0
302.1,311.2,1454,59.2,153,2
302.1,311.2,1519,39.3,155,0
302.0,311.1,1373,55.7,157,0
302.0,311.1,1406,48.8,159,0
302.1,311.2,1492,45.0,162,0
302.1,311.2,1369,50.8,164,0
302.2,311.2,1471,41.9,166,0
302.2,311.2,1630,36.0,169,0
302.1,311.1,1605,37.6,171,0
302.2,311.1,1447,52.1,174,0
302.2,311.2,1360,52.8,176,0
302.2,311.1,1728,34.0,179,0
302.1,311.0,1740,30.8,182,0
302.1,310.9,1477,41.4,184,0
302.1,310.9,1658,30.3,186,0
302.0,310.8,1902,23.4,188,0
302.0,310.8,1783,23.1,190,0
302.0,310.9,1558,45.3,193,0
302.1,311.0,1351,49.5,196,0
302.1,310.9,1452,42.5,198,0
302.1,310.9,1666,30.7,203,0
302.1,311.0,1364,50.0,205,0
302.1,311.0,1351,60.3,207,3
302.1,311.0,1729,26.1,210,0
302.1,311.0,1574,34.1,215,0
302.0,311.0,1566,37.8,218,0
302.0,310.9,1455,43.2,220,0
302.0,310.9,1679,29.0,222,0
302.0,310.8,2143,17.3,227,0
302.0,310.8,1447,42.7,229,0
302.0,310.8,1383,50.3,231,3
302.1,310.8,1772,27.1,233,0
302.0,310.8,1615,29.0,235,4
302.0,310.8,1454,36.6,0,0
302.0,310.8,1445,49.1,2,0
302.0,310.8,1609,35.2,4,0
302.0,310.9,1546,34.4,7,0
301.9,310.8,1567,39.3,9,0
302.0,310.8,1767,27.4,11,0
302.0,310.9,1539,34.2,13,0
302.0,310.9,1564,39.0,15,0
302.0,310.8,1445,46.3,17,0
301.9,310.9,1419,47.7,20,0
301.8,310.9,1881,20.9,23,0
301.9,310.9,1421,46.2,26,0
301.9,311.0,1455,46.0,29,0
301.9,311.0,2691,12.1,31,2
301.8,310.8,1505,41.2,33,0
301.8,310.8,1456,46.6,35,0
301.8,310.8,1383,46.4,37,0
301.9,310.8,1563,39.2,39,0
301.9,310.9,2305,16.1,42,0
301.9,310.9,1456,43.6,45,0
302.0,311.0,1865,22.7,48,0
301.9,310.9,1597,36.9,50,0
302.0,310.9,1495,38.6,52,0
302.0,310.9,1456,47.2,54,0
301.9,310.8,1465,44.3,57,0
302.0,310.9,1352,55.5,59,0
301.9,310.8,1906,21.7,62,0
302.0,310.9,1446,44.0,64,0
302.0,310.8,1948,19.7,66,0
301.9,310.7,1480,47.1,68,0
301.9,310.7,1511,37.6,70,0
301.9,310.7,1472,47.0,73,0
301.9,310.7,1429,51.0,76,0
301.9,310.7,1405,48.8,78,0
301.9,310.7,1405,47.9,80,0
302.0,310.7,1348,58.1,83,0
301.9,310.6,1331,68.6,85,2
301.9,310.6,1610,33.4,87,0
301.9,310.6,1412,46.5,89,0
302.0,310.7,1453,42.7,92,0
302.0,310.6,1583,38.9,94,0
302.0,310.6,1539,37.4,96,0
302.0,310.5,1635,39.8,99,0
302.1,310.7,1294,62.4,101,1
302.0,310.5,1978,22.0,106,0
302.0,310.4,1357,58.0,108,1
302.0,310.4,1336,58.2,110,1
302.0,310.4,1568,39.2,112,0
302.0,310.4,1567,36.4,114,0
302.0,310.4,1611,35.6,117,0
302.0,310.5,1841,23.6,119,0
302.0,310.5,1567,36.1,124,0
301.9,310.4,1376,54.9,126,1
301.9,310.5,1477,42.4,128,0
301.9,310.5,1590,40.3,130,0
302.0,310.5,2197,15.8,133,0
302.0,310.4,1595,32.9,135,0
302.0,310.5,1812,24.4,138,0
302.0,310.5,1573,32.1,143,0
302.0,310.5,1651,30.9,146,0
302.0,310.5,1459,43.2,148,0
301.9,310.4,1370,51.7,153,1
301.9,310.4,1518,34.1,155,0
302.0,310.3,1648,29.6,157,0
302.0,310.4,1464,47.2,159,0
302.0,310.4,1895,23.2,161,0
301.9,310.4,1884,23.4,163,0
302.0,310.4,1450,46.6,165,0
302.0,310.4,1448,43.4,167,0
302.1,310.5,1389,49.6,169,0
302.0,310.6,1583,35.2,171,0
301.9,310.5,1425,51.1,173,0
302.0,310.5,1809,27.1,175,0
301.9,310.5,1892,21.8,177,0
301.9,310.6,1475,47.8,179,0
302.0,310.6,1361,46.7,182,0
302.0,310.6,1563,41.0,184,0
301.9,310.5,1472,39.7,187,0
302.0,310.6,1325,55.3,192,0
302.0,310.6,1358,53.1,194,0
302.0,310.6,1346,54.7,196,0
302.0,310.5,1381,58.4,201,0
301.9,310.5,1340,55.7,204,3
302.0,310.6,1366,47.7,206,0
302.1,310.7,1325,45.1,208,1
302.1,310.7,1376,46.3,210,1
302.1,310.7,1364,47.8,213,1
302.2,310.6,1462,43.6,0,0
302.1,310.6,1517,38.9,2,0
302.1,310.6,1385,53.6,5,0
302.1,310.6,1439,40.0,7,0
302.0,310.6,1623,34.3,9,0
302.0,310.6,1438,43.2,12,0
301.9,310.4,1708,24.8,17,0
301.8,310.3,1666,32.7,19,0
301.9,310.4,1286,62.8,22,1
301.9,310.3,1485,46.3,24,0
301.8,310.3,1409,52.5,26,0
301.8,310.3,1765,27.3,29,0
301.8,310.3,1688,28.8,31,0
301.7,310.3,1787,26.7,33,0
301.7,310.1,1487,48.0,36,0
301.7,310.1,1384,50.5,38,0
301.7,310.2,1311,57.4,40,1
301.7,310.2,1620,30.8,42,0
301.7,310.2,1331,61.2,47,1
301.7,310.1,1462,38.3,49,0
301.7,310.1,1424,50.2,54,0
301.7,310.1,1500,39.6,56,0
301.8,310.1,1738,28.0,58,0
301.8,310.3,1465,46.5,60,0
301.8,310.3,1482,41.4,63,0
301.9,310.3,1398,44.0,65,0
301.9,310.3,1972,21.3,67,0
301.9,310.4,1603,37.6,69,0
301.9,310.4,1610,34.8,71,0
301.9,310.4,1373,48.0,73,1
302.0,310.5,1425,44.7,76,0
302.0,310.4,1212,55.6,79,1
302.0,310.4,1828,26.3,82,0
302.0,310.5,1370,44.4,85,1
302.0,310.5,1823,25.1,87,0
302.0,310.5,1263,60.6,90,1
301.9,310.4,1889,21.5,92,0
302.0,310.5,1639,32.9,94,0
302.0,310.4,1608,33.1,97,0
301.9,310.3,1653,32.4,100,0
302.0,310.4,1591,29.8,105,0
302.1,310.5,1696,30.9,107,0
302.2,310.6,1346,47.5,109,1
302.2,310.5,1507,40.4,111,0
302.3,310.6,1525,48.7,114,0
302.3,310.7,1559,33.9,119,0
302.2,310.6,1632,30.5,122,0
302.1,310.5,1559,36.0,124,0
302.2,310.6,1355,51.5,126,1
302.2,310.5,1832,23.7,129,0
302.2,310.6,1386,50.0,132,0
302.2,310.6,1346,49.2,134,1
302.3,310.7,1499,37.8,137,0
302.3,310.7,1612,33.4,139,0
302.3,310.7,1544,39.7,141,0
302.5,310.9,1477,39.2,144,0
302.5,310.9,1624,34.4,146,0
302.4,310.9,1349,46.1,148,1
302.4,310.8,1686,28.8,150,0
302.4,310.7,1521,40.4,152,0
302.4,310.7,1362,54.8,155,1
302.3,310.7,1402,50.9,157,0
302.2,310.6,1334,53.2,159,1
302.2,310.6,1348,48.4,161,1
302.2,310.6,1570,34.6,163,0
302.2,310.7,1601,33.0,166,0
302.3,310.8,1611,31.8,169,0
302.4,310.9,1560,31.8,172,0
302.4,310.9,1444,40.7,174,0
302.4,311.0,1317,59.4,179,0
302.5,311.0,1463,43.1,181,0
302.4,311.1,1634,34.2,184,0
302.4,311.0,1423,46.2,186,0
302.5,311.0,1548,38.4,188,0
302.5,311.0,1563,35.6,190,0
302.4,311.0,1573,36.5,193,0
302.4,311.1,1432,44.5,195,0
302.5,311.1,1638,32.0,198,0
302.5,311.1,1571,34.2,201,0
302.4,311.0,2211,15.4,203,0
302.4,311.0,1555,40.6,205,0
302.3,310.9,1558,31.9,207,0
302.3,310.9,1523,43.2,210,0
302.3,310.8,1723,26.3,213,0
302.3,310.8,1721,28.4,215,0
302.3,310.9,1710,30.4,218,4
302.3,310.9,1627,32.3,0,0
302.2,310.8,1422,47.0,3,0
302.1,310.8,1565,35.3,6,0
302.1,310.7,1314,52.8,8,1
302.0,310.6,1392,60.5,10,0
302.1,310.7,1465,40.7,13,0
301.9,310.6,1573,36.6,15,0
302.0,310.7,2157,17.8,17,0
301.9,310.7,1370,50.3,20,0
301.9,310.6,1462,38.8,22,0
302.0,310.6,1479,40.5,24,0
301.9,310.7,1717,26.8,27,0
301.9,310.6,1260,65.9,29,0
301.9,310.6,1467,39.3,32,0
302.0,310.6,1535,38.6,34,0
302.0,310.7,1657,31.9,37,0
302.0,310.7,1698,28.1,39,0
302.1,310.7,1359,49.3,41,1
302.1,310.8,1596,37.1,43,0
302.2,310.8,1383,46.9,45,0
302.2,310.8,2203,16.6,47,0
302.2,310.8,1408,46.8,49,0
302.2,310.8,1673,32.9,52,0
302.2,310.8,1340,47.8,54,0
302.2,310.9,1452,42.3,56,0
302.2,310.9,1302,53.4,58,0
302.2,310.9,1522,35.9,61,0
302.2,310.8,1438,41.4,66,0
302.2,310.9,1604,40.5,68,0
302.2,311.0,1832,23.2,70,0
302.3,311.0,1521,34.8,72,0
302.3,311.0,1446,37.6,75,0
302.4,311.1,1905,20.9,77,0
302.4,311.0,1475,47.9,79,0
302.4,311.0,1462,48.5,81,0
302.4,310.9,1435,42.3,83,0
302.4,310.9,1469,39.6,86,0
302.6,311.1,1520,43.0,88,0
302.6,311.0,1537,35.5,91,0
302.6,311.0,1369,60.0,93,1
302.6,311.0,1506,37.2,95,0
302.5,310.9,1330,56.9,97,1
302.6,311.0,1660,38.0,99,0
302.5,310.9,1356,55.5,101,1
302.6,311.0,1438,51.0,106,0
302.6,311.0,1329,48.6,111,1
302.6,311.0,1284,68.0,114,2
302.5,311.0,1387,52.1,116,0
302.6,311.0,1591,33.9,119,0
302.6,311.0,1589,39.0,122,0
302.7,311.1,1297,60.7,125,1
302.7,311.2,1545,35.1,128,0
302.7,311.1,1418,43.4,130,0
302.7,311.1,1730,28.1,135,0
302.6,311.0,2001,20.7,137,0
302.6,311.0,1620,36.2,139,0
302.6,311.0,1542,39.7,141,0
302.6,311.0,1424,38.0,144,0
302.7,311.1,1440,39.5,146,0
302.6,311.0,1520,42.8,148,0
302.7,311.0,1694,29.8,150,0
302.6,311.0,1610,39.2,152,0
302.6,310.9,1331,52.0,154,1
302.6,310.8,1470,41.2,156,0
302.5,310.8,1577,36.9,158,0
302.6,310.8,1486,36.4,160,0
302.4,310.6,1445,40.3,162,0
302.4,310.5,1500,36.7,164,0
302.2,310.4,1456,47.5,167,0
302.2,310.4,1743,28.1,170,0
302.0,310.1,1409,50.4,172,0
302.0,310.1,1361,45.4,174,1
302.1,310.1,1753,28.9,176,0
302.0,310.0,1832,22.9,178,0
301.9,309.9,1374,48.5,180,1
301.8,309.9,1334,61.0,182,1
301.8,310.0,1493,40.3,185,0
301.7,309.9,1317,49.0,187,1
301.7,309.9,1434,47.9,189,0
301.7,309.9,1457,39.2,192,0
301.7,310.0,1391,50.6,195,0
301.8,310.0,1781,23.9,198,0
301.8,310.0,1642,32.6,201,0
301.8,310.0,2032,19.0,203,0
301.8,310.1,2372,13.9,205,2
301.8,310.0,1393,44.9,208,0
301.7,310.1,1743,27.3,210,0
301.8,310.2,1457,40.4,213,0
301.8,310.2,2825,5.8,215,2
301.8,310.2,1609,34.2,217,0
301.8,310.2,1437,42.3,0,0
301.7,310.1,1402,50.1,3,0
301.7,310.1,1644,34.6,5,0
301.7,310.2,1471,51.1,8,0
301.7,310.1,2695,12.6,10,0
301.7,310.2,1435,48.1,12,0
301.6,310.1,1694,26.3,14,0
301.6,310.1,1687,26.6,16,0
301.6,310.0,1869,22.9,18,0
301.4,309.9,1259,63.9,20,1
301.4,309.9,1460,47.2,22,0
301.3,309.9,1501,39.5,27,0
301.4,310.0,1776,25.6,30,0
301.5,310.1,1468,40.8,32,0
301.5,310.1,1430,46.5,35,0
301.4,310.1,1502,46.6,37,0
301.4,310.1,1623,32.3,39,0
301.4,310.0,1651,29.8,44,0
301.5,310.1,1639,33.4,47,0
301.5,310.0,1417,44.6,49,0
301.5,310.1,1541,42.2,52,0
301.6,310.2,1411,45.1,54,0
301.7,310.3,1397,44.6,57,0
301.7,310.2,1686,28.9,59,0
301.7,310.1,1431,44.0,61,0
301.8,310.3,1341,50.5,64,1
301.7,310.2,1486,43.0,66,0
301.6,310.2,1384,57.1,68,0
301.6,310.1,1362,55.8,70,1
301.7,310.1,1660,29.3,72,0
301.6,310.1,1326,48.2,77,1
301.6,310.0,1566,30.3,79,0
301.5,309.8,1549,38.5,81,0
301.6,309.9,1746,31.1,83,0
301.7,309.9,1452,41.5,86,0
301.6,309.8,1588,33.9,89,0
301.6,309.8,1472,42.5,91,0
301.7,309.9,1607,37.7,93,0
301.6,309.9,1423,53.6,95,0
301.6,309.9,1440,43.4,100,0
301.6,309.9,1397,43.7,102,0
301.7,309.9,1524,46.6,104,0
301.7,309.9,1533,40.9,106,0
301.7,309.8,1398,46.0,109,0
301.7,309.8,1284,68.2,111,2
301.7,309.8,1491,39.3,114,0
301.8,309.9,1418,51.3,116,0
301.8,309.8,1546,39.8,121,0
301.8,309.7,1598,30.4,124,0
301.9,309.8,1724,27.5,126,0
301.9,309.8,1507,44.7,131,0
301.9,309.7,1595,31.4,133,0
301.9,309.7,1568,37.5,135,0
301.8,309.6,1432,43.7,138,0
301.9,309.7,1424,42.8,140,0
302.0,309.7,1386,62.7,142,2
302.0,309.8,1456,58.1,145,0
302.0,309.8,1280,57.3,147,1
302.0,309.8,1649,31.0,152,0
302.0,309.9,1407,52.8,154,0
302.0,309.9,1606,34.5,156,0
302.1,310.0,1531,38.0,161,0
302.1,310.1,1543,35.8,164,0
302.1,310.1,1379,48.2,166,1
302.1,310.1,1447,46.6,169,0
302.1,310.1,1844,24.6,171,0
302.1,310.1,1615,29.9,176,0
302.0,310.0,1449,48.8,181,0
302.0,309.9,1388,51.4,183,0
302.0,309.9,1447,42.8,185,0
302.0,310.0,1664,28.6,190,0
302.0,309.9,1735,27.2,192,0
302.0,309.9,1308,57.6,197,1
302.0,309.8,1480,40.0,199,0
